profile_id,answer_id,gender,age,employment,income,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20
6,0,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,3,2,0,2,1,"0,1",1,3,2,3,4,4,3,3,"1,6",0
6,1,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,2,2,0,2,1,"0,1,3",1,3,2,2,4,3,3,2,"1,6",1
6,2,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,2,2,0,2,1,"0,1,3",1,3,2,3,3,2,4,3,"1,6",0
6,3,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,3,2,0,2,1,"1,3",1,3,2,2,4,3,3,3,"1,6",1
6,4,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,1,2,0,2,1,"0,1,3",1,3,2,2,3,4,3,2,"1,6",0
7,0,Male,From 20 to 29,Employed,"RM50,000 - RM100,000",0,1,2,2,2,2,0,1,0,"0,1,3",2,3,2,3,4,4,3,3,"1,6",0
7,1,Male,From 20 to 29,Employed,"RM50,000 - RM100,000",0,1,2,2,2,2,1,1,1,"0,3,4",2,3,2,2,4,3,3,4,"1,6",0
7,2,Male,From 20 to 29,Employed,"RM50,000 - RM100,000",0,1,2,2,2,2,0,1,1,"0,3,4",1,3,2,2,3,3,4,2,"1,6",1
7,3,Male,From 20 to 29,Employed,"RM50,000 - RM100,000",0,1,2,2,2,2,1,1,0,"0,3,4",2,3,3,2,4,2,3,3,"1,6",0
7,4,Male,From 20 to 29,Employed,"RM50,000 - RM100,000",0,1,2,2,2,2,1,1,1,"0,1,3",2,3,3,2,3,4,3,2,"1,6",0
8,0,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,3,2,0,2,1,"0,3",1,3,2,3,4,4,3,3,"1,6",0
8,1,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,2,2,0,2,0,"0,3",1,3,2,2,4,3,3,2,"1,6",1
8,2,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,2,2,0,2,1,"0,1,3",1,3,2,2,4,2,3,3,"1,6",1
8,3,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,3,2,0,2,0,"0,3,4",1,3,2,3,4,3,4,3,"1,6,8",1
8,4,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,2,2,0,2,1,"0,1,3",1,3,2,3,3,2,3,2,"1,6",1
9,0,Male,From 20 to 29,Employed,"Less than RM25,000",0,1,2,0,3,2,0,2,1,"0,3",1,3,2,2,4,3,3,3,"1,6",0
9,1,Male,From 20 to 29,Employed,"Less than RM25,000",0,1,2,0,2,2,0,2,1,"0,3",1,3,2,2,3,2,3,2,"1,6",0
9,2,Male,From 20 to 29,Employed,"Less than RM25,000",0,1,2,0,2,2,0,2,1,"0,3",1,3,2,2,3,3,2,2,"1,6",1
9,3,Male,From 20 to 29,Employed,"Less than RM25,000",0,1,2,0,3,2,0,2,1,"0,3",1,3,2,2,4,3,3,3,"1,6",0
9,4,Male,From 20 to 29,Employed,"Less than RM25,000",0,1,2,0,1,2,0,2,1,"0,3",1,3,2,2,3,2,3,2,"1,6",1
10,0,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,3,2,0,2,1,"0,3",1,3,2,3,4,4,3,3,"1,6",0
10,1,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,2,2,0,2,1,"0,3",1,3,2,2,4,3,3,2,"1,6",1
10,2,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,2,2,0,2,1,"0,1,3",1,3,2,3,3,2,3,3,"1,6",1
10,3,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,3,2,0,2,1,"0,1,3",1,3,2,3,4,4,2,3,"1,6",1
10,4,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,2,2,0,2,1,"0,1,3",1,3,2,2,3,3,4,2,"1,6",1
11,0,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,3,2,0,2,1,"0,3",1,3,2,3,4,3,3,3,"1,6",0
11,1,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,2,2,0,2,0,"0,3",1,3,2,2,4,2,3,2,"1,6",1
11,2,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,2,2,0,2,1,"0,1,3",1,3,2,3,4,3,4,3,"1,6",1
11,3,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,3,2,0,2,0,"0,1,3",1,3,2,2,3,2,3,2,"1,6",1
11,4,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,1,2,0,2,1,"0,1,3",1,3,2,3,4,3,2,3,"1,6",0
12,0,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,3,2,0,2,1,"0,3",1,3,2,3,4,4,3,3,"1,6",0
12,1,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,2,2,0,2,0,"0,3",1,3,2,2,4,3,3,2,"1,6",1
12,2,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,2,2,0,1,0,"0,1,3",1,3,2,2,3,3,3,2,"1,6",1
12,3,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,3,2,0,2,1,"0,3",1,3,2,3,4,2,3,3,"1,6",0
12,4,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,1,2,0,2,0,"0,1,3",1,3,2,2,3,4,2,3,"1,6",1
13,0,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,3,2,0,2,1,"0,3",1,3,2,3,4,3,3,3,"1,6",1
13,1,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,2,2,0,2,0,"0,3",1,3,2,2,4,2,3,2,"1,6",1
13,2,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,2,2,0,2,0,"0,1,3",1,3,2,2,4,3,4,3,"1,6",1
13,3,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,3,2,0,2,1,"0,1,3",1,3,2,3,3,2,4,3,"1,6",1
13,4,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,2,2,0,2,0,"0,1,3",1,3,2,3,4,3,2,2,"1,6",1
14,0,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,3,2,0,2,1,"0,3",1,3,2,3,4,4,3,3,"1,6",0
14,1,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,2,2,0,2,0,"0,3",1,3,2,2,4,3,3,2,"1,6",1
14,2,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,2,2,0,2,1,"0,1,3",1,3,2,3,4,2,3,2,"1,6",1
14,3,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,3,2,0,2,1,"0,1,3",1,3,2,2,3,3,4,3,"1,6",1
14,4,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,2,2,0,2,0,"0,1,3",1,3,2,2,4,4,3,2,"1,6",1
15,0,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,2,1,"0,3",1,3,2,3,4,3,3,3,"1,6",0
15,1,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,2,2,0,2,0,"0,3",1,3,2,2,3,2,3,2,"1,6",1
15,2,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,2,2,0,2,1,"0,3",1,3,2,2,3,2,3,3,"1,6",1
15,3,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,2,2,0,2,0,"0,3",1,3,2,3,4,3,2,2,"1,6",1
15,4,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,2,1,"0,3",1,3,2,2,3,3,3,2,"1,6",1
16,0,Male,From 30 to 39,Employed,"RM50,000 - RM100,000",0,2,2,2,2,2,0,1,0,"0,3",2,3,2,2,4,3,3,3,"1,6",0
16,1,Male,From 30 to 39,Employed,"RM50,000 - RM100,000",0,2,2,2,2,2,1,1,1,"0,3",2,3,2,2,3,2,3,2,"1,6",0
16,2,Male,From 30 to 39,Employed,"RM50,000 - RM100,000",0,2,2,2,2,2,0,1,0,"0,3,4",2,3,2,3,4,2,3,3,"1,6",0
16,3,Male,From 30 to 39,Employed,"RM50,000 - RM100,000",0,2,2,2,2,2,1,1,1,"0,3,4",2,3,2,1,3,2,4,2,"1,6",0
16,4,Male,From 30 to 39,Employed,"RM50,000 - RM100,000",0,2,2,2,2,2,1,1,1,"0,3",2,3,2,2,3,3,2,3,"1,6",0
17,0,Male,From 20 to 29,Employed,"Less than RM25,000",0,1,2,0,3,2,0,2,1,"0,3",1,3,2,3,4,3,3,3,"1,6",0
17,1,Male,From 20 to 29,Employed,"Less than RM25,000",0,1,2,0,2,2,0,2,1,"0,3,4",1,3,2,2,4,3,3,2,"1,6",0
17,2,Male,From 20 to 29,Employed,"Less than RM25,000",0,1,2,0,3,2,0,2,1,"0,3",1,3,2,2,3,2,3,2,"1,6",1
17,3,Male,From 20 to 29,Employed,"Less than RM25,000",0,1,2,0,2,2,0,2,1,"0,1,3",1,3,2,2,3,2,3,3,"1,6",0
17,4,Male,From 20 to 29,Employed,"Less than RM25,000",0,1,2,0,2,2,0,2,1,"0,3,4",1,3,2,3,3,2,3,3,"1,6",0
18,0,Male,From 20 to 29,Employed,"RM25,000 - RM50,000",0,1,2,1,2,2,0,1,0,"0,1,3",2,3,2,3,4,3,3,3,"1,6",0
18,1,Male,From 20 to 29,Employed,"RM25,000 - RM50,000",0,1,2,1,2,2,0,1,0,"0,3,4",1,3,2,2,4,3,3,2,"1,6",0
18,2,Male,From 20 to 29,Employed,"RM25,000 - RM50,000",0,1,2,1,2,2,0,1,1,"0,3,4",2,3,2,2,3,2,4,3,"1,6",1
18,3,Male,From 20 to 29,Employed,"RM25,000 - RM50,000",0,1,2,1,2,2,0,1,1,"0,3,4",2,3,2,3,4,2,3,4,"1,6",1
18,4,Male,From 20 to 29,Employed,"RM25,000 - RM50,000",0,1,2,1,2,2,0,1,1,"0,3,4",1,3,2,2,4,3,2,3,"1,6",0
19,0,Female,From 20 to 29,Self-employed,"RM50,000 - RM100,000",1,1,1,2,2,2,0,1,0,"0,1,3",2,3,2,3,4,4,3,3,"1,6",0
19,1,Female,From 20 to 29,Self-employed,"RM50,000 - RM100,000",1,1,1,2,2,2,1,1,1,"0,3,4",2,3,2,2,4,3,3,4,"1,6",1
19,2,Female,From 20 to 29,Self-employed,"RM50,000 - RM100,000",1,1,1,2,2,2,0,1,0,"0,3,4",2,3,2,3,3,2,4,2,"1,6",1
19,3,Female,From 20 to 29,Self-employed,"RM50,000 - RM100,000",1,1,1,2,2,2,1,1,1,"0,3,4",2,3,2,2,4,3,4,3,"1,6",0
19,4,Female,From 20 to 29,Self-employed,"RM50,000 - RM100,000",1,1,1,2,2,2,1,1,1,"0,3,4",2,3,2,3,4,4,3,3,"1,6",1
20,0,Male,From 30 to 39,Employed,"RM100,000 - RM150,000",0,2,2,3,2,2,0,1,0,"0,3",2,3,2,2,4,3,3,3,"1,6",0
20,1,Male,From 30 to 39,Employed,"RM100,000 - RM150,000",0,2,2,3,2,2,1,1,1,"0,3,4",2,3,2,3,4,2,3,4,"1,6",0
20,2,Male,From 30 to 39,Employed,"RM100,000 - RM150,000",0,2,2,3,2,2,0,1,1,"0,3,4",2,3,2,1,4,3,4,2,"1,6",0
20,3,Male,From 30 to 39,Employed,"RM100,000 - RM150,000",0,2,2,3,2,2,1,1,0,"0,3,4",2,3,2,2,3,2,4,3,"1,6",1
20,4,Male,From 30 to 39,Employed,"RM100,000 - RM150,000",0,2,2,3,2,2,1,1,1,"0,3,4",2,3,2,4,4,3,2,3,"1,6",0
21,0,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,2,1,"0,3",1,3,2,3,4,3,3,3,"1,6",0
21,1,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,2,2,0,2,0,"0,3",1,3,2,2,3,2,3,2,"1,6",1
21,2,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,2,2,0,2,1,"0,3,4",1,3,2,2,4,3,4,3,"1,6",1
21,3,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,2,2,0,2,1,"0,3,4",1,3,2,3,3,2,3,2,"1,6",0
21,4,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,2,0,"0,3",1,3,2,2,3,3,4,3,"1,6",1
22,0,Male,From 20 to 29,Employed,"RM25,000 - RM50,000",0,1,2,1,2,2,0,1,1,"0,3",1,3,2,2,4,3,3,3,"1,6",0
22,1,Male,From 20 to 29,Employed,"RM25,000 - RM50,000",0,1,2,1,2,2,0,1,0,"0,3,4",1,3,2,2,3,4,3,2,"1,6",0
22,2,Male,From 20 to 29,Employed,"RM25,000 - RM50,000",0,1,2,1,2,2,0,1,1,"0,1,3",1,3,2,3,4,2,3,4,"1,6",1
22,3,Male,From 20 to 29,Employed,"RM25,000 - RM50,000",0,1,2,1,2,2,0,1,1,"0,3,4",2,3,2,3,4,3,4,3,"1,6",0
22,4,Male,From 20 to 29,Employed,"RM25,000 - RM50,000",0,1,2,1,2,2,0,1,1,"0,3,4",1,3,2,2,3,3,4,2,"1,6",0
23,0,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,3,2,0,2,1,"0,1",1,3,2,3,4,3,3,3,"1,6",0
23,1,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,2,2,0,2,0,"0,1,3",1,3,2,2,4,3,4,3,"1,6",1
23,2,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,2,2,0,2,1,"0,1,3",1,3,2,3,3,2,4,2,"1,6",0
23,3,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,3,2,0,2,0,"0,1,3",1,3,2,2,4,3,2,3,"1,6,8",1
23,4,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,2,2,0,2,0,"0,1,3",1,3,2,3,4,2,3,4,"1,6",1
24,0,Male,40 and above,Self-employed,"RM100,000 - RM150,000",0,3,1,3,2,2,0,1,0,"0,3",2,3,2,2,4,3,3,3,"1,6",0
24,1,Male,40 and above,Self-employed,"RM100,000 - RM150,000",0,3,1,3,2,2,1,1,1,"0,3,4",2,3,2,3,4,2,3,2,"1,6",0
24,2,Male,40 and above,Self-employed,"RM100,000 - RM150,000",0,3,1,3,2,2,0,2,1,"0,3,4",2,3,2,1,3,2,4,2,"1,6",0
24,3,Male,40 and above,Self-employed,"RM100,000 - RM150,000",0,3,1,3,2,2,1,2,1,"0,3,4",2,3,2,4,3,3,2,3,"1,6",0
24,4,Male,40 and above,Self-employed,"RM100,000 - RM150,000",0,3,1,3,2,2,1,2,1,"0,3,4",2,3,2,2,4,3,2,4,"1,6",1
25,0,Male,From 30 to 39,Employed,"More than RM150,000",0,2,2,4,2,2,0,1,0,"0,1,3",2,3,2,2,4,4,3,3,"1,2,6",0
25,1,Male,From 30 to 39,Employed,"More than RM150,000",0,2,2,4,3,2,1,1,1,"0,3,4",2,3,2,2,4,3,3,4,"1,6,8",0
25,2,Male,From 30 to 39,Employed,"More than RM150,000",0,2,2,4,1,2,1,1,0,"0,1,3",2,3,2,2,3,4,4,2,"1,6,7",1
25,3,Male,From 30 to 39,Employed,"More than RM150,000",0,2,2,4,2,2,1,1,1,"0,3,4",2,3,2,3,4,2,4,3,"1,6,7",0
25,4,Male,From 30 to 39,Employed,"More than RM150,000",0,2,2,4,3,2,1,1,1,"0,1,3,4",2,3,2,3,4,3,3,4,"1,6,7",0
26,0,Male,From 30 to 39,Employed,"More than RM150,000",0,2,2,4,2,2,0,1,1,"0,1,3",2,3,2,2,4,3,3,3,"1,6",0
26,1,Male,From 30 to 39,Employed,"More than RM150,000",0,2,2,4,3,2,1,1,1,"0,3,4",2,3,2,2,4,3,4,4,"1,6",0
26,2,Male,From 30 to 39,Employed,"More than RM150,000",0,2,2,4,1,2,1,1,0,"0,1,3",2,3,2,2,3,4,3,2,"1,6",0
26,3,Male,From 30 to 39,Employed,"More than RM150,000",0,2,2,4,2,2,1,1,1,"0,3,4",2,3,2,3,4,2,4,3,"1,6",0
26,4,Male,From 30 to 39,Employed,"More than RM150,000",0,2,2,4,3,2,1,1,0,"0,3,4",2,3,2,3,4,3,2,4,"1,6",1
27,0,Male,From 20 to 29,Self-employed,"Less than RM25,000",0,1,1,0,3,2,0,2,1,"0,3",1,3,2,3,4,3,3,3,"1,6",1
27,1,Male,From 20 to 29,Self-employed,"Less than RM25,000",0,1,1,0,2,2,0,2,1,"0,3,4",1,3,2,2,4,3,3,2,"1,6",1
27,2,Male,From 20 to 29,Self-employed,"Less than RM25,000",0,1,1,0,3,2,0,2,1,"0,3",1,3,2,2,3,2,3,2,"1,6",1
27,3,Male,From 20 to 29,Self-employed,"Less than RM25,000",0,1,1,0,2,2,0,2,1,"0,3,4",1,3,2,3,4,3,2,3,"1,6",1
27,4,Male,From 20 to 29,Self-employed,"Less than RM25,000",0,1,1,0,2,2,0,2,1,"0,3",1,3,2,3,4,2,3,3,"1,6",1
28,0,Male,40 and above,Self-employed,"More than RM150,000",0,3,1,4,2,2,0,1,0,"0,1,3",2,3,2,2,4,4,3,3,"1,6",0
28,1,Male,40 and above,Self-employed,"More than RM150,000",0,3,1,4,2,2,1,1,1,"0,3,4",2,3,2,3,4,3,4,3,"1,6",0
28,2,Male,40 and above,Self-employed,"More than RM150,000",0,3,1,4,2,2,1,2,1,"0,3,4",2,3,2,1,4,2,3,2,"1,6",1
28,3,Male,40 and above,Self-employed,"More than RM150,000",0,3,1,4,2,2,1,2,1,"0,3,4",2,3,3,2,4,3,3,4,"1,6",0
28,4,Male,40 and above,Self-employed,"More than RM150,000",0,3,1,4,2,2,1,1,1,"0,3,4",2,3,3,2,4,4,3,3,"1,6",0
29,0,Female,From 20 to 29,Employed,"RM50,000 - RM100,000",1,1,2,2,2,2,0,1,0,"0,1,3",2,3,2,3,4,4,3,3,"1,6",0
29,1,Female,From 20 to 29,Employed,"RM50,000 - RM100,000",1,1,2,2,2,2,1,1,0,"0,3,4",2,3,2,2,4,3,3,4,"1,6",1
29,2,Female,From 20 to 29,Employed,"RM50,000 - RM100,000",1,1,2,2,2,2,0,1,1,"0,3,4",2,3,2,2,3,4,3,2,"1,6",1
29,3,Female,From 20 to 29,Employed,"RM50,000 - RM100,000",1,1,2,2,2,2,1,1,1,"0,1,3",2,3,2,3,4,2,3,3,"1,6",1
29,4,Female,From 20 to 29,Employed,"RM50,000 - RM100,000",1,1,2,2,2,2,1,1,1,"0,3,4",2,3,2,3,4,3,4,3,"1,6",0
30,0,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,2,2,0,1,0,"0,3",1,3,2,3,4,4,3,3,"1,6",0
30,1,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,2,2,0,2,0,"0,3",2,3,2,2,4,3,3,2,"1,6",1
30,2,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,2,2,0,1,0,"0,3",1,3,2,2,3,2,3,4,"1,6",0
30,3,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,2,2,0,2,1,"0,3,4",2,3,2,3,4,3,4,3,"1,6,8",1
30,4,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,2,2,0,2,1,"0,3,4",1,3,2,3,4,2,4,3,"1,6",1
31,0,Female,From 20 to 29,Employed,"RM50,000 - RM100,000",1,1,2,2,2,2,0,1,0,"0,1,3",2,3,2,3,4,4,3,3,"1,6",0
31,1,Female,From 20 to 29,Employed,"RM50,000 - RM100,000",1,1,2,2,2,2,1,1,0,"0,3,4",2,3,2,2,4,3,3,4,"1,6",1
31,2,Female,From 20 to 29,Employed,"RM50,000 - RM100,000",1,1,2,2,2,2,0,1,1,"0,1,3",2,3,2,3,3,2,4,3,"1,6",1
31,3,Female,From 20 to 29,Employed,"RM50,000 - RM100,000",1,1,2,2,2,2,1,1,1,"0,1,3",2,3,2,2,4,3,4,2,"1,6",1
31,4,Female,From 20 to 29,Employed,"RM50,000 - RM100,000",1,1,2,2,2,2,1,1,0,"0,1,3",2,3,2,3,4,4,2,3,"1,6",1
32,0,Female,From 30 to 39,Employed,"RM25,000 - RM50,000",1,2,2,1,2,2,0,1,0,"0,3",2,3,2,3,4,4,3,3,"1,6",0
32,1,Female,From 30 to 39,Employed,"RM25,000 - RM50,000",1,2,2,1,2,2,0,1,1,"0,3",2,3,2,2,3,3,4,3,"1,6",0
32,2,Female,From 30 to 39,Employed,"RM25,000 - RM50,000",1,2,2,1,2,2,0,1,0,"0,3,4",2,3,2,3,4,3,4,2,"1,6",1
32,3,Female,From 30 to 39,Employed,"RM25,000 - RM50,000",1,2,2,1,2,2,0,1,1,"0,3",2,3,2,2,3,4,3,4,"1,6",0
32,4,Female,From 30 to 39,Employed,"RM25,000 - RM50,000",1,2,2,1,2,2,0,1,1,"0,3",2,3,2,2,4,2,3,3,"1,6",1
33,0,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,2,2,0,1,0,"0,3",2,3,2,3,4,4,3,3,"1,6",0
33,1,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,2,2,0,1,1,"0,3,4",2,3,2,2,4,3,3,2,"1,6",1
33,2,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,2,2,0,1,0,"0,3,4",2,3,2,3,3,2,4,3,"1,6",0
33,3,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,2,2,0,1,1,"0,3,4",2,3,2,2,4,4,2,4,"1,6",1
33,4,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,2,2,0,1,1,"0,3,4",2,3,2,3,4,4,3,3,"1,6",1
34,0,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,2,2,0,1,0,"0,3",1,3,2,3,4,3,3,3,"1,6",0
34,1,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,2,2,0,2,1,"0,3,4",2,3,2,2,4,3,4,3,"1,6",1
34,2,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,2,2,0,1,0,"0,3,4",2,3,2,2,3,2,3,2,"1,6",1
34,3,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,2,2,0,2,1,"0,3,4",2,3,2,3,4,3,2,3,"1,6",1
34,4,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,2,2,0,2,1,"0,3",2,3,2,3,4,2,3,3,"1,6",1
35,0,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,3,2,0,2,1,"0,3",1,3,2,3,4,3,3,3,"1,6",0
35,1,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,2,2,0,2,0,"0,3",1,3,2,2,4,3,4,3,"1,6",1
35,2,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,2,2,0,2,1,"0,1,3",1,3,2,2,3,2,3,2,"1,6",1
